filename,size,timestamp,downloads,type,version,dependencies,description,status,DL_per_day,megabytes
Ashevieres_Shadow,1090887,1626923635,4005,campaign,1.4,,"Even in the deserts far to the south of Wesnoth, Queen Asheviere's shadow darkens the land.

This is a campaign designed to give players experience in the Dunefolk faction, with the same units as in the multiplayer faction, with new units introduced a few at a time. Dune Paragon is enabled, and Jinn and Wyvern Riders are included as enemies.

7 scenarios.",,3.85114111780275,1.04035091400146
Aldur_The_Great,93963,1638721461,2527,campaign,1.12.01-2,,"Story about Aldur.

This upload is part of vghetto port project.
",,2.79720251050862,0.0896100997924805
Lifetime_of_Stones,60518,1709062924,244,campaign,1.0.0,,"After the Second Great War, the life of trolls changed forever. The echoes of the defeat at Durn-Turum have traveled through the centuries and reached even the little troll Grump, who was recently born in the Heat Caves. Grump has no idea what adventures the legacy of gray antiquity will lead him into. 

(Intermediate level, 11 scenarios)",,2.73342529634603,0.0577144622802734
A_Hidden_War,1944974,1656315165,2991,campaign,0.8.5c,The_Dark_Master_Project_Resources,"Book I: The peace between the High-Elves and Drakes is over.
                   Lead the High-Elves to victory or die trying.
				   Inspired by campaign named 'ElfWar' from BfW 1.0
Book II: The peace with Drakes succeded..
				   But, another threat raised..
				   Inspired by campaign named 'ElfWar' from BfW 1.0
Book III: The Dark War ended long ago.
				   But, a long forgetten threat returned..
				   Inspired by campaign named 'ElfWar' from BfW 1.0
Version 0.8.5b
Book I: 8 scenarios- playable. Book II: 10 scenarios playables - 1 scenario talking only - Book III: 16 scenarios",,4.27425079738301,1.85487174987793
Kromire,249195,1685938046,944,campaign,1.4.5,Era_of_Myths,"A vampire campaign!",,2.64489232700851,0.237650871276855
Darkness_Falls,20583,1691855517,682,campaign,1.0.2,,"You are Taldas, a young and academy-fresh low-ranking officer who received the task to govern a small city in the northeast region of Wesnoth. While life on land seems to flow normally, darkness is about to swallow the entire Wesnoth with the ascension to the throne of Queen Ashenviere. Despite being your first leadership experience, you'll have to face waves of orcs, bandits and even darker threats during your path. 
Your journey to contribute a better future to Wesnoth is about to start...
    
(Intermediate level, 5 scenarios.)",,2.36456541929014,0.0196294784545898
Affably_Evil,3148377,1660863590,3390,campaign,1.0.0h,Legend_of_the_Invincibles,"Follow the story of Krux, an evil nobleman's son. He is a nice guy, but he is not a good guy. He hates killing (dead men are bad servants), high taxes (poor men die easily and pay no taxes then) and injustice (as long as it has not concern himself or his allies). He works for his family, a deceitful and fraudulent noble house, fighting bandits (who are actually resistance), cruel despots (who are actually nobles who oppose him), false conspiracy stories (that contain too much truth) and prefers to have his enemies survive the combat (for slave work).

Consists of 9 classical scenarios and a free roam mode where 12 quests have to be completed. Experimentally changed the role of recalls (received through story), separating them from the usual recruits (that cannot be recalled), giving them an RPG-like progression. Uses Legend of the Invincibles as resources and will not run without having it installed (minimal version is 3.1.14, otherwise it will not run). The campaign is a prequel to Legend of the Invincibles, but the order in which they are played does not really matter.",,5.2385312560279,3.00252628326416
A_Walk_In_The_Woods,286901,1640434360,2141,campaign,1.1-1,,"A small campaign in which a young druid ventures into orcish territory to rescue her brother. Further feedback welcome. This upload is part of vghetto port project.",,2.42310415158496,0.27361011505127
The_Beautiful_Child,757299,1660865140,1835,campaign,1.0.1f,Legend_of_the_Invincibles,"Brothers of Light, an order of White Mages, spreads good news that a superior being was born to bring everyone into a greater society and demands additional tithes to raise the child in a way suitable for such a being. However, the news of the supreme child look like a pretty lie to justify the increase in tithing, so that they could peculate more. Help start a rebellion against this corrupted order and its fanaticised allies and learn the truth behind it.

Consists of 8 classical scenarios, a free roam mode where 15 quests have to be completed and 2 talk-only scenarios. Experimentally changed the role of recalls, separating them from the usual recruits and giving them an RPG-like progression. Dialogues have options. Uses Legend of the Invincibles as resources and will not run without having it installed (minimal version is 3.1.20, otherwise some bugs will appear).",,2.83568476330079,0.722216606140137
Sanctuary,24770,1624728854,2224,campaign,1.1.6,,"Four heroes holding their well-fortified sanctuary against a flood of enemies, four scenarios, each on the same map. In the first scenario, all level 0 and level 1 units can appear as enemies, in the second all level 2 units, in the third all level 3 units, and in the fourth all level 4 and 5 units.

If desired, a custom “Battle Mage” unit with quite a number of AMLAs can be recruited (fully functional, but without any new graphics).

(Intermediate level, 4 scenarios.)",,2.08756889214941,0.0236225128173828
Drunkards_Dwarves_And_Doubloons,21496,1624896028,2097,campaign,1.2,,"A criminal mastermind gathers a team to pull off a heist in the richest part of wesnoth: the tax-collecting city state of Elsenfar.

This is a campaign designed to give players experience in the Knalgan faction, with the same units as in the multiplayer faction introduced a couple at a time. Dwarvish Runesmith and Dwarvish Arcanister are unlocked, but you can choose not to use them for a more authentic experience.

10 scenarios.",,1.9719411149507,0.0205001831054687
Rise_of_the_Dunefolk,58478,1635230201,1799,campaign,0.2.4.1,,"Rise an empire from few villages in the deserts. Defeat your enemies and find allies in the hostile environment. Travel through difficult terrains only to get home and confront your worst enemy.",,1.90610258030499,0.0557689666748047
A_Vision_Blinded,4390621,1626015233,6315,campaign,1.0.26,,"Defend the northern forest against what appeared like a routine orcish raid, and unravel the greater conspiracies that lie below its waves.
.
You fight with Elfes against Dwarves, Orcs, Humans and Undead.
Later in the campaign you can recruit Trolls, Humans and Woses.
.
14 scenarios total.
1 of them is dialogue only.

You can find (or share your) replays of this campaign here: 
https://wiki.wesnoth.org/Player_UMC_Replays#A_Vision_Blinded
",,6.01162103940436,4.18722248077393
A_Little_Adventure,3557870,1638515196,4722,campaign,4.1.9,,"As the title says, this is just a little adventure in the wild lands east of the town of Amoran: the rebirth of the Amber Road. You don't know what the Amber Road is? Uhm... well, it's time to learn about it!
(easy level - 6 scenarios plus one epilogue)

A little note: the original author no longer has an account for the wesnoth.org forum, so any feedback should be directed to the issues section of the GitHub repo for it:

https://github.com/cooljeanius/A_Little_Adventure

The new maintainer may also be contacted as egallager on Discord.",,5.21312933721946,3.3930492401123
A_Magicians_Tale,6165019,1639849151,6758,campaign,3.16.9,,"A campaign in which the protagonists are an unusual group of magicians, of any race, with unusual abilities.
The magical special abilities of the magician's can be activated by opening the Item menu (right-click on the character's tile).
In this campaign, it is not possible to recruit supporters in the usual way, but they can be selected, hired, summoned and/or met in many different ways.
Since the entire campaign is set for winter, a twelve-shift day is used, with a low prevalence of night shifts.

(Difficult level, 10 battle scenarios, 5 dialogue and others things scenarios.)",,7.59026815980502,5.87942028045654
Ghostly_Calls,89474,1638212899,1619,campaign,1.4.3-1,,"A slightly humorous undead campaign. Lead Ahab through his adventures in necromancy Novice-Intermediate levels. 13 scenarios. Complete.
Changes:
1.4: WML fixes
1.3: AI bug fixes and a continuity problem with John Dee’s death
1.2: Fixed an error with drake unit types.
1.1: Fixed an objectives error.
Please give feedback at the Wesnoth forums (Add-on Feedback).

This upload is part of vghetto port project.
",,1.78051256129097,0.0853290557861328
Elvish_Dynasty,1655749,1644387459,2668,campaign,0.1.2.1.165.2,Irdya_Dragon,"You are the new ruler of an elvish kingdom! Can you lead your people to glory? This campaign is highly randomized so it will be different every time you play!

(Intermediate level, 10 scenarios.)

Maintainer: Cure

Reuploaded since somehow the maintainance campaign was gone.

There should be text file known bugs and issues (old file) inside

This is reuploaded from 1.162. If you found any bug, please post in forum.",,3.18444002572471,1.57904529571533
Prinzessin_Nilwyn,19858,1638333119,1432,campaign,1.3.0-2,,"This campaign is about an elven princess, getting kidnapped. Your task is to liberate her. This campaign is finished and tested. (Medium Difficulty, 7 Scenarios) I'm happy about any feedback: write an email to anagkai_wesnoth@keraunos.de
 -version 1.2.2: fixed some spelling misstakes and gave the scenarios english ids
 -version 1.3.0: superior balancing changes, small storyline changes, some changes on maps

This upload is part of vghetto port project.
",,1.57727092386322,0.0189380645751953
The_Dark_Elves,46595,1661611100,984,campaign,0.9.3,The_Dark_Master_Project_Resources,"Lead Varish'na through the caves to find the truth about the Dark Elves. And while you're at it, defeat the Dwarvish scum.
Version 0.9.3
13 scenarios- playable
Inspired by campaign named 'DarkElves' from BfW 1.9",,1.54116939120731,0.0444364547729492
Goblins_Glory,130840,1627937849,1644,campaign,1.0,,"In his dreams, the goblin Shlag is called to glory! But who is this figure in his visions, and what does this glory entail?

This is a campaign designed to give experience with the entire Northeners faction. It includes two bonus scenarios: an opening dream sequence where you play as an Armageddon Imp, and a later survival games scenario where six small teams face off in an arena with magical weapons.

9 scenarios.",,1.59889063184465,0.124778747558594
The_Final_Exam,180149,1635230209,1543,campaign,3.1.0.1,,"Young mage Erinna must find a magic book to become a true mage. But will it really be her final exam?

(4 scenarios, for beginners and WML coders)

This campaign is aimed to be:
- easy to play
- easy to modify
- easy to learn basics of WML 
- easy to translate",,1.63486190658643,0.17180347442627
The_Three_Elves,410327,1638233343,1609,campaign,1.2.0,,"three elves have just begun their adventure in the northern swampland. Will they become heroes or will they be responsible for another undead expansion?

(Novice level, 8 scenarios)",,1.76997554763686,0.391318321228027
War_of_the_Dragon,130025,1685938064,533,campaign,1.4.5,Era_of_Myths,"This campaign is a sequel to Count Kromire.

You start with the Windsong.

Not finished…",,1.49335639106317,0.124001502990723
Unite_the_Clans,115664,1635230213,1345,campaign,5a,,"Unite the clans and try the new, southern orcs faction.",,1.42507412327921,0.110305786132813
Shakespeares_Ghost,19106,1641783273,1147,campaign,1.0,,"A ghost makes enemies through a quest for domination.

This is a campaign with all text taken from Shakespeare, with occasional minor modification. It's designed to gain familiarity with the standard undead faction, and features match-ups with all 7 factions.  9 scenarios including Epilogue. Allows Ancient Lich and Death Knight advancements.",,1.32148192747371,0.0182209014892578
Mercenary_Band,53613,1625313932,1426,campaign,0.9.5,War_of_Legends,"Before the Fall, a new group of humans entered the continent. The mercenary Aragwaithi bands came across the vast sea, and were involved in settling many disputes before the Fall. This is the story of one such band.
	Feedback is welcome and necessary. This campaign is very rough around the edges. It is also practically fractal in its vast quantities of edges, and <sarcasm>definitely not</sarcasm> an excuse for a campaign with the Aragwaith as the main faction. If you find the campaign hard, I recommend that you mostly recruit Guards (level 2/3 swordsmen) and a few leadership units (level 2/3/4 spearmen).
	V 0.9.3: removed some bugs and buglike occurences.
	(Intermediate difficulty; 12 scenarios + 1 epilogue)",,1.34708464750632,0.0511293411254883
The_Dark_Hordes,1036413,1641669769,1952,campaign,0.7.1a-2,,"Lead fugitive dark sorcerer Gwiti Ha’atel to mastery of the undead hordes.

This upload is part of vghetto port project.
",,2.24554000419356,0.988400459289551
Swamp_Witch_Curse,48396,1646501580,980,campaign,1.0.2,Era_of_Four_Moons,"A Faerie Tale for the Era of Four Moons, complete at 9 scenarios long. 

Protect a cursed princess as she works her way through a small adventure.",,1.20488605543469,0.0461540222167969
Wandering_Warriors,36173,1639763028,1045,campaign,0.1.2,War_of_Legends,"Following the creation of an Aragwaithi kingdom in the Northlands, some idiot who can't write good campaigns decided to have another stab at causing their audience to spontaneously combust in frustration, and so a group of soldiers serving the Northern Alliance uncovered the movements of traitorous armies amongst the frozen North.
	Feedback is welcome and necessary. This campaign is very new, and any help in balancing - especially on Hard - would be great.
	If you find the campaign inordinately hard, I recommend that you mostly recruit spearmen and a few archers. Intelligent spearmen become Flagbearers, because they need a lot of XP to get to level 4 leadership bonus, while the others (especially Strong and Resilient ones) become Pikemen. Meanwhile, your archers should become Slayers if strong (they get a good melee attack) or Greatbows if resilient (marksmanship, but fewer HP). Any swordsmen should become Guards, because they are pretty much your only units which can withstand a counterattack. Oh, and the magician heroine can recruit, which is nice because at level 3 she can teleport and move between the frontlines to heal and your keep to get reinforcements almost instantaneously.
	V 0.1: all 8 scenarios done and played through.
	(Intermediate difficulty; 8 scenarios)",,1.17238237049488,0.0344972610473633
Strange_Alliance,14365,1635230205,1084,campaign,0.6,,"Humans are getting more powerful every day. To better combat their foes, they need more lumber and metals to craft their homes and weapons. Protect your homeland against them and find allies to help you, so a strange alliance can begin. 3 scenarios, medium difficulty.",,1.14853546325941,0.0136995315551758
Leader_of_the_Drakes,15229,1635230197,1071,campaign,1.0.2c,,"Leader of the Drakes is killed by assassins. Orcs are coming to the islands, that the drakes call home. Who will be the next leader? Who will save drakes from enemy invasion? 3 scenarios, medium difficulty.",,1.13476140265096,0.0145235061645508
Roar_of_the_Woses,423365,1641976729,1316,campaign,1.2.14,,"Fight to save a swamp as the saurian Kylix, gathering allies along the way. 11 playable scenarios + 1 dialog.",,1.52011165539259,0.403752326965332
Hair_to_the_Throne,368513,1628478274,1481,campaign,0.2.0,,"A short, humorous campaign centered around Konrad after the events of Heir to the Throne.",,1.44917893235787,0.351441383361816
Start_of_the_War,33874,1638915872,1015,campaign,1.0.4.2,,"Witness, firsthand, the beginning of the endless war between dwarves and trolls. (Expert Level, 6 scenarios)

This campaign was ported from 1.10 as part of the ongoing porting project.",,1.12633548606798,0.0323047637939453
BloodLust,1483983,1628900082,2538,campaign,0.6.4,,"Welcome to a world ruled with god-like living weapons!
Our hero will learn the existence of these weapons, and make an alliance with one of the most powerful of them, to start an adventure that will lead to many surprises.

(Advanced level, 5 scenarios that can played many times, second part to come...)",,2.49538883839376,1.4152364730835
The_second_Strife,43764,1669757866,581,campaign,0.0.11b,The_Dark_Master_Project_Resources,"The unknown story of the group of heroes who saved the central region of the Great Continent from falling into utter chaos and created hope for lasting peace.
A story about courage and intelligence, about patience and defiance, about sacrifice.
The story of The Second great Strife
Version 0.0.11
(IMPORTANT: for now only 11 scenarios for testing purposes.)",,1.06765173936327,0.0417366027832031
Marauding_Thieves,202545,1641291359,1036,campaign,2.2.0-1,,"Marauding Thieves is a singleplayer campaign that takes a totally different approach to Wesnoth gameplay. Here, stealth and evasion count for more than brute strength. Why charge at a guard when you can sneak past, assassinate him from the shadows or simply plant a bomb behind his back? Combat is for losers!

    The campaign takes place across a series of missions which are selected by the player on a world map of Wesnoth. There are four mission types with a variety of unique objectives (loot the chests, rescue the prisoners, blow the bridge!). With a variety of special stealth options and hiding abilities at your disposal, your ragtag team of thieves must take on the combined might of the royal empire. You will be outnumbered and overpowered, but you have the skillz.

This is a fork of 'Den of Thieves' by Bob_The_Mighty & jb.

To play the original multiplayer version with 2 or 3 players, please download their copy instead.
Marauding Thieves is the Single Player variation. It should be started from the 'Campaigns' button found at the main screen, and not from the Multiplayer setup screens.",,1.18581816040006,0.193161964416504
Salt_Wars,35417,1645488905,842,campaign,1.0.2,,"A short easy campaign for the Era ofFour Moons",,1.0205124277318,0.0337762832641602
Children_of_Dragons,907166,1641156554,1603,campaign,1.2.0,,"Once the most feared creatures in the land of the living, the dragons are all but extinct. But their descendants are just about to make their mark on the world. Lead the Drakes as they search for a new homeland. All scenarios complete.",,1.83154233245764,0.865140914916992
Up_From_Slavery,650953,1629292439,1574,campaign,0.7.1,Imperial_Era,"The year is...
    
Well, the orcs don't know exactly what year it is. They are captives in the imperial city of Lavinium, gladiators performing for the emperor Optus Maximus. All it will take, however, is one orc to lead his people to freedom. The Samnis called Sparxus may be that orc.

(Intermediate level, 7 scenarios.)",,1.55451448479034,0.620797157287598
Another_Practice_Campaign,21537,1646101455,778,campaign,1.0.0,,"A short, two scenario campaign about an elvish-human alliance rescuing their commander",,0.951116528159794,0.0205392837524414
Revolution,174432,1645388445,884,campaign,0.11.5,,"Four brothers attempt to escape slavery but end up leading the rebels in the 2nd civil war of Wesnoth.  Not yet finshed.  If you find any problems please email me at caleb.elkevizth@gmail.com *note* Dying Slaves turn back into Slaves once at full health.  Recent updates : Massive changes to story, this now fits in with the official Wesnoth timeline; Fixed tons bugs in the first 4 scenarios thanks to white_haired_uncle; Fixed some balancing issues and made dialogue more believable. Fixed MAJOR issues in the 10th scenario which made it nearly unplayabe ",,1.06990908708869,0.166351318359375
An_Innocent_Man,2715685,1642443958,2993,campaign,1.1-1,,"Owercyn is accused of theft and sent into temporary exile. This is the story of his struggle to return home and clear his name, and the unexpected adventures he has in the process.

Intermediate level, 12 scenarios.

This upload is part of vghetto port project.
",,3.47894560484173,2.58987903594971
White_Troll,953983,1644267215,1484,campaign,1.1.0,,"The tale of a Troll Whelp, born white and with extraordinary magical powers, rejected by his clan, adopted by elves, desired by a ruthless human commander.
Intermediate level, 8 scenarios.",,1.76831788612134,0.909789085388184
A_War_of_Fools,1301253,1675069157,1002,campaign,0.0.2c,,"A war between the human kingdoms is ongoing. In the meantime, the inner provinces are left unprotected and an old threat takes the opportunity. Follow Aldridge on his quest to stop the war and the undead from devastating the region.

This campaign might be story-heavy but also filled with interactive choices to make. 2 out of 10 scenarios and 2 cutscenes are finished.
Not necessarily set in the Wesnoth universe, it is set on a feudal continent where war, betrayal and death are commonplace.

Changelog:
0.0.2c
- Fixed story map compression.
0.0.2b
- Fixed and improved story map slightly.
- Improved Act III Prologue dialogues slightly.
- Added some leftout details for Act III Prologue.
- Added some missing variables for Act III Prologue.
Current known issues:
- In Act I undead can get corpses twice from the same village if it gets captured and recaptured. Unintended but shouldn't affect gameplay in a significant way.
- In Act I first undead boss might some times jump to fight you very unprotected making it easy to surround him and kill him.
- In Act II on easy difficulty AI might recruit more ruffians and very few thugs. This is unintended but it helps ease the difficulty.
- Both Koedem and Robin are footpads, this is temporary.
- Hard difficulty is considered unbalanced/untested.

0.0.2
- Added Act II and Act III-pre (This is a new cutscene in preparation for Act III Variation A, B and C, which are not added yet).
- Added map for story journey.
- Improved Prologue and Act I dialogues.
- Improved Act I choices.
- Improved Prologue movements.
- Improved Story writing.
- Added changelog here.

0.0.1b
- Fixed one bug

0.0.1
- Initial release including Prologue and Act I.
",,2.0757733222386,1.24097156524658
Forgotten_Kingdom,1180461,1642101984,1664,campaign,0.1.8-1,,"Help Orlog, a troll chieftan, lead his people to safety in the underground and discover an ancient power long forgotten.

This upload is part of vghetto port project.",,1.92531051962356,1.12577533721924
Liberating_Alduin,631057,1640902842,1182,campaign,1.4.2-1,,"When undead grow powerful, someone has to stop it, or the undead will simply take over Wesnoth and rule it. This Mage that has to stop it, is just a simple Mage, but with a lot of potential.

(intermediate level, 8 scenarios)

This upload is part of vghetto port project.",,1.34600364244785,0.601822853088379
The_Hidden_Kingdom,295288,1641764593,850,campaign,0.4.4-1,,"The Tale of the fall of the Hidden Kingdom of the Elves: Of its discovery, resistance, and destruction by the Dark Lord. Set during the Silver Age of Wesnoth, we learn of that a nation of Elves have made a Hidden Kingdom to the escape from the Chaos of the Age of Fear. Now, they are about to be discovered. (4 scenarios / incomplete)

This upload is part of vghetto port project.",,0.979058336785723,0.281608581542969
Santa_Must_Die,233950,1644785564,702,campaign,1.1,,"For his crimes against humanity, Santa must die.

This is a campaign designed to give experience with the entire Rebels multiplayer faction. It does not introduce new units (outside of Santa himself) and features battles against the standard factions including Dunefolk. This is in no way related to standard Wesnoth continuity.

9 scenarios (1 dialogue only).",,0.84251840894139,0.223112106323242
A_Simple_Campaign,528598,1638667860,990,campaign,0.2.9-1,,"This is a stub of a campaign, intended to make life easier in creating a campaign. Contains about the bare minimum that's needed for a campaign and some helpful comments.

This upload is part of vghetto port project.
",,1.09510491202615,0.504110336303711
Wild_Frontiers,2595323,1635061777,2816,campaign,3.3.1,,"Settle a new town north of the Great River.

A town-building Wesnoth campaign, requiring you to balance the building of new villages against the need to defend them.

This campaign is more focused on gold management, strategic construction, and town defenses.

Install the add-on 'Ultimate_Random_Maps' for additional maps.

Wild Frontiers is a fork of 'Cities of the Frontier' v0.6.1 by esci.

https://github.com/virtualghetto/Wild_Frontiers",,2.97749943130689,2.47509288787842
Only_Death_Behind,1435481,1637326290,1715,campaign,1.0.4,,"Legends of the Emerald Forest, chapter II: Only Death Behind.

Three ghosts have escaped from the land of the dead. Yet they don't remember anything about their past.

This is an Undead campaign that references certain characters and events from 'The Flight of Drakes', yet it can be played separately.

(Intermediate level, 7 scenarios.)",,1.86504186230804,1.36898136138916
PantherLord,734197,1645488852,979,campaign,1.1.1,Era_of_Four_Moons,"An Era of Four Moons campaign complete at 14 combat scenarios in length. Expert level. An outcast of your people for your unusual companion you find yourself called back into their service to fight off imperialist encroachment.",,1.18655691681043,0.70018482208252
O,302190,1691329417,227,campaign,0.1,,"Work in progress. Only one scenario ready at the moment",,0.770760764705596,0.288190841674805
Tactics_Puzzles,337169,1644790357,664,campaign,0.3.6,,"A collection of Wesnoth tactics puzzles, inspired by the ones in chess. In these puzzles, everyone is given a 100% chance to hit, and you have to achieve some goal like killing an enemy leader without losing any of your own units. In order to do that you'll have to make optimal use of hexes, leadership or illuminates, etc.

Has 7 puzzles so far, will add more later!",,0.796965060319159,0.321549415588379
Story_of_Wose,973182,1675512152,662,campaign,0.10.0,,"The trees are not always what they seem.",,1.38614240021997,0.928098678588867
Galuldur,1194086,1706212360,193,campaign,1.3.0,Support_1_12_Core,"Warning: The official 'Galuldur's First Journey' add-on is not available for BFW-1.16. This add-on was not uploaded by its author.

Galuldur's First Journey

While the belligerence of orcs is nothing new, their intensifying attacks on a fledgling colony of elves in Pindir Forest begin to show signs of a deeper malice, forcing Galuldur, the young son of the colony's adventurous founder Galur, to venture out of his forest's friendly trees in search of help. His simple errand quickly turns into a frantic quest to unearth the roots of the mysterious evil threatening his people. As you lead him through unknown lands, Galuldur, forced to match wits with unexpected adversaries at nearly every turn in a desperate attempt to save his world, quickly learns that the world is neither a friendly nor a simple place.

Intermediate level. 8 or 9 scenarios depending on choices made in game. Complete.

(Original version: 1.3.0; last updated on Mar 31 2018)


NB: to play this campaign, you have to load the core 'Bienvenue' available after the dependency add-on is installed. You'll be ready to select the 'Galuldur's First Journey' scenario through the 'Campaign' menu.

The needed 'core' can be loaded following these steps:
-   Start wesnoth and go to -> 'Preferences' -> 'Hotkeys' 
-   In 'Search' box, enter 'core'
-   Press 'Add Hotkey' then press CTRL+SHIFT+k, and close dialog.

-   In main 'Title Screen', press CTRL+SHIFT+k to open 'core' selection dialog.
-   Select item 'Bienvenue (Wesnoth 1.14 core)'.

The next time you start Battle for Wesnoth, it will start with the last active core.
To go back to 1.16: you have to press CTRL+SHIFT+k and select the 'Wesnoth (Default)' core.

Please do not report any problem with this add-on in the official feedback thread for 'Galuldur's First Journey'.",,1.578629727963,1.13876914978027
Anthalia,1361116,1642270118,1495,campaign,1.1.1-1,Legend_of_the_Invincibles,"A sandbox campaign.  No recruiting.  No Text, no talking, no narration. 

        Legend of the Invincibles dependency, if you don't like LotI item system and AMLAs, you won't like this.

        8-33 scenarios, exploration based.

        Special Thanks to:Dugi for LotI and the rest of the Wesnoth community for massive amounts of code and art to pick from, if I used something you made and want specific credit, please PM me.

        May still be buggy, haven't tested a ton.

This upload is part of vghetto port project.
",,1.73367469415979,1.29806137084961
Dungeons_of_Wesnoth,1382224,1640250413,1529,campaign,"0.61 Beta",,"A heavily wounded lich discovers the magic to build an own dungeon lair and different dungeons rooms which will allow him to call new units, to place traps and to research spells. His new opponent is a overmotivated paladin, who can build a village with different buildings which will unlock new units and abilities. Guide them on their way. This is Parody Dungeon Defence Game, in the style of Dungeon Keeper and preform of a multiplayer campaign. This is a very fast paced campaign, and needs some balancing as well as overwork of techtrees and buildingtrees. 4 Scenarios.

0.6 - added two, :p, new dungeon levels and a little bit of storyline, as well as some fixes and funny descriptions.
0.61 - added some options, when you jump to a new level, added cheat mode and additional dialogues, design improvements",,1.72630571392639,1.31819152832031
